soup
dororo r17 action adventure supernatural historical mythology samurai shounen tezukaproductions mappa
kizumonogatari iii: reiketsu-hen r17 action mystery supernatural vampire shaft
hajime no ippo pg13 sports combatsports shounen madhouse
gintama° pg13 action comedy sci-fi gaghumor historical parody samurai shounen bandainamcopictures
kono subarashii sekai ni shukufuku wo! pg13 adventure comedy fantasy isekai parody reincarnation studiodeen
yahari ore no seishun love comedy wa machigatteiru. kan pg13 comedy romance lovepolygon school feel.
kuroko no basket 2nd season pg13 sports school teamsports shounen productioni.g
yuu☆yuu☆hakusho pg13 action comedy supernatural martialarts mythology shounen pierrot
toradora! pg13 drama romance lovepolygon school j.c.staff
fate/stay night: unlimited blade works r17 action fantasy supernatural ufotable
no game no life pg13 comedy fantasy ecchi isekai strategygame madhouse
dragon ball z pg13 action adventure comedy fantasy martialarts superpower shounen toeianimation
gintama' pg13 action comedy sci-fi gaghumor historical parody samurai shounen sunrise
barakamon pg13 sliceoflife childcare iyashikei visualarts kinemacitrus
kizumonogatari ii: nekketsu-hen r17 action mystery supernatural vampire shaft
ouran koukou host club pg13 comedy romance crossdressing reverseharem school shoujo bones
fullmetal alchemist r17 action adventure drama fantasy military shounen bones
tensei shitara slime datta ken pg13 action adventure comedy fantasy isekai mythology reincarnation 8bit
magi: the kingdom of magic pg13 action adventure fantasy shounen a-1pictures
ansatsu kyoushitsu pg13 action comedy school shounen lerche
boku no hero academia 3rd season pg13 action school superpower shounen bones
no game no life: zero pg13 drama fantasy romance isekai madhouse
angel beats! pg13 drama supernatural school p.a.works
shingeki no kyojin: kuinaki sentaku r17 action shoujo witstudio
black clover pg13 action comedy fantasy shounen pierrot
ousama ranking pg13 adventure fantasy witstudio
danshi koukousei no nichijou pg13 comedy gaghumor school sunrise
fumetsu no anata e r17 adventure drama supernatural shounen brainsbase
tensei shitara slime datta ken 2nd season part 2 pg13 action adventure comedy fantasy isekai mythology reincarnation 8bit
durarara!! r17 action mystery supernatural brainsbase
dr. stone: stone wars pg13 adventure comedy sci-fi survival timetravel shounen tmsentertainment
bungou stray dogs 2nd season r17 action mystery supernatural superpower seinen bones
jojo no kimyou na bouken part 3: stardust crusaders r17 action adventure drama supernatural shounen davidproduction
nhk ni youkoso! r+ comedy drama romance otakuculture psychological gonzo
shokugeki no souma: ni no sara pg13 gourmet ecchi school shounen j.c.staff
sakura-sou no pet na kanojo pg13 drama romance school visualarts j.c.staff
hunter x hunter pg13 action adventure fantasy shounen nipponanimation
violet evergarden movie pg13 drama fantasy sliceoflife kyotoanimation
kimetsu no yaiba: mugen ressha-hen r17 action fantasy historical shounen ufotable
ookami to koushinryou pg13 adventure fantasy romance adultcast historical imagin
3-gatsu no lion pg13 drama sliceoflife childcare iyashikei strategygame seinen shaft
akira r+ action adventure horror sci-fi supernatural gore military seinen tokyomovieshinsha
evangelion: 2.0 you can (not) advance pg13 action drama sci-fi mecha psychological khara
3-gatsu no lion 2nd season pg13 drama sliceoflife childcare iyashikei strategygame seinen shaft
kizumonogatari i: tekketsu-hen r17 vampire shaft
given pg13 boyslove drama romance sliceoflife music lerche
fruits basket 2nd season pg13 drama romance supernatural shoujo tmsentertainment
nana r+ drama romance sliceoflife adultcast lovepolygon music shoujo madhouse
fruits basket: the final pg13 drama romance supernatural shoujo tmsentertainment
kill la kill pg13 action comedy ecchi school superpower trigger
koukaku kidoutai r+ action sci-fi adultcast detective mecha psychological seinen productioni.g
zankyou no terror r17 mystery suspense psychological mappa
owarimonogatari r17 comedy mystery supernatural vampire shaft
kuroko no basket pg13 sports school teamsports shounen productioni.g
tokyo revengers r17 action drama supernatural delinquents school timetravel shounen lidenfilms
trigun pg13 action adventure comedy drama sci-fi adultcast shounen madhouse
hyouka pg13 mystery sliceoflife school kyotoanimation
ookami to koushinryou ii pg13 adventure fantasy romance adultcast historical brainsbase marvyjack
owarimonogatari 2nd season r17 comedy mystery supernatural vampire shaft
nisemonogatari r17 comedy mystery supernatural ecchi shaft
toki wo kakeru shoujo g drama romance sci-fi school timetravel madhouse
fruits basket 1st season pg13 drama fantasy romance lovepolygon shoujo tmsentertainment
usagi drop pg13 sliceoflife childcare iyashikei josei productioni.g
sora yori mo tooi basho pg13 adventure comedy drama madhouse
shinsekai yori r17 drama horror mystery sci-fi supernatural psychological a-1pictures
majo no takkyuubin g adventure comedy drama fantasy studioghibli
mahou shoujo madoka★magica movie 3: hangyaku no monogatari pg13 drama mystery suspense mahoushoujo psychological shaft
steins;gate: oukoubakko no poriomania pg13 comedy sci-fi timetravel whitefox
naruto pg13 action adventure fantasy martialarts shounen pierrot
tenkuu no shiro laputa pg adventure fantasy romance sci-fi studioghibli
fate/stay night movie: heaven's feel - ii. lost butterfly r17 action fantasy supernatural ufotable
k-on!! pg13 comedy cgdct music school kyotoanimation
tate no yuusha no nariagari pg13 action adventure drama fantasy isekai kinemacitrus
86 r17 action drama sci-fi mecha military a-1pictures
bakuman. 3rd season pg13 comedy drama romance otakuculture shounen j.c.staff
yahari ore no seishun love comedy wa machigatteiru. pg13 comedy romance lovepolygon school brainsbase
great pretender r17 action adventure mystery witstudio
kobayashi-san chi no maid dragon s pg13 fantasy sliceoflife kyotoanimation
kaichou wa maid-sama! pg13 comedy romance school shoujo j.c.staff
vivy: fluorite eye's song r17 action sci-fi suspense music timetravel witstudio
86 part 2 r17 action drama sci-fi mecha military a-1pictures
violet evergarden gaiden: eien to jidou shuki ningyou pg13 drama fantasy sliceoflife kyotoanimation
clannad pg13 drama romance supernatural school kyotoanimation
kaze no tani no nausicaä pg13 adventure fantasy topcraft
noragami pg13 action fantasy mythology shounen bones
made in abyss movie 3: fukaki tamashii no reimei r17 adventure drama fantasy mystery sci-fi kinemacitrus
shokugeki no souma: san no sara pg13 gourmet ecchi school shounen j.c.staff
ping pong the animation pg13 drama sports seinen tatsunokoproduction
gintama': enchousen pg13 action comedy sci-fi gaghumor historical parody samurai shounen sunrise
odd taxi pg13 mystery anthropomorphic olm p.i.c.s.
boku no hero academia pg13 action school superpower shounen bones
darker than black: kuro no keiyakusha r17 action mystery sci-fi superpower bones
bakuman. pg13 comedy drama romance otakuculture shounen j.c.staff
rurouni kenshin: meiji kenkaku romantan pg13 action adventure comedy romance historical samurai shounen gallop studiodeen
bakuman. 2nd season pg13 comedy drama romance otakuculture shounen j.c.staff
cowboy bebop: tengoku no tobira r17 action sci-fi adultcast space bones
magi: the labyrinth of magic pg13 action adventure fantasy shounen a-1pictures
bungou stray dogs 3rd season r17 action mystery supernatural superpower seinen bones
5-toubun no hanayome ∬ pg13 comedy romance harem school shounen biburyanimationstudios
kobayashi-san chi no maid dragon pg13 fantasy sliceoflife kyotoanimation
black lagoon: the second barrage r17 action adultcast organizedcrime seinen madhouse
katanagatari r17 action adventure romance historical martialarts whitefox
shelter (music) g sci-fi music a-1pictures
boku no hero academia 4th season pg13 action school superpower shounen bones
black lagoon r17 action adultcast organizedcrime seinen madhouse
fate/stay night movie: heaven's feel - iii. spring song r17 action fantasy supernatural ufotable
hajime no ippo: new challenger pg13 sports combatsports shounen madhouse
bakemono no ko pg13 adventure supernatural anthropomorphic isekai studiochizu
relife pg13 drama romance sliceoflife school tmsentertainment
houseki no kuni (tv) pg13 action drama fantasy mystery anthropomorphic seinen orange
dragon ball pg13 adventure comedy fantasy martialarts superpower shounen toeianimation
flcl pg13 action avantgarde comedy sci-fi mecha parody psychological gainax productioni.g
k-on! movie pg13 comedy sliceoflife cgdct music kyotoanimation
jojo no kimyou na bouken (tv) r17 action adventure supernatural vampire shounen davidproduction
overlord r17 action adventure fantasy supernatural isekai videogame madhouse
higurashi no naku koro ni kai r17 mystery supernatural suspense gore psychological studiodeen
akatsuki no yona pg13 action adventure comedy fantasy romance shoujo pierrot
mahoutsukai no yome pg13 fantasy sliceoflife shounen witstudio
sayonara no asa ni yakusoku no hana wo kazarou pg13 drama fantasy p.a.works
koukaku kidoutai: stand alone complex r17 action sci-fi adultcast detective mecha military seinen productioni.g
katekyo hitman reborn! pg13 action comedy organizedcrime superpower shounen artland
yuru camp△ pg13 sliceoflife cgdct iyashikei c-station
gintama. pg13 action comedy sci-fi gaghumor historical parody samurai shounen bandainamcopictures
josee to tora to sakana-tachi pg13 drama romance sliceoflife visualarts bones
kimi ni todoke pg13 drama romance sliceoflife school shoujo productioni.g
log horizon pg13 action adventure fantasy adultcast videogame satelight
fate/stay night movie: heaven's feel - i. presage flower r17 action fantasy supernatural ufotable
natsume yuujinchou pg13 drama sliceoflife supernatural iyashikei mythology shoujo brainsbase
kamisama hajimemashita pg13 comedy fantasy romance supernatural mythology shoujo tmsentertainment
redline r+ action sci-fi adultcast racing madhouse
rainbow: nisha rokubou no shichinin r17 drama suspense delinquents historical seinen madhouse
youjo senki r17 action isekai military reincarnation nut
rurouni kenshin: meiji kenkaku romantan - tsuioku-hen r17 action drama romance adultcast historical martialarts samurai shounen studiodeen
relife: kanketsu-hen pg13 romance sliceoflife school tmsentertainment
hinamatsuri (tv) pg13 comedy supernatural childcare organizedcrime seinen feel.
"violet evergarden: kitto ""ai"" wo shiru hi ga kuru no darou pg13 drama fantasy sliceoflife kyotoanimation"
wotaku ni koi wa muzukashii pg13 romance adultcast otakuculture workplace a-1pictures
"komi-san wa, comyushou desu. pg13 comedy romanticsubtext school shounen olm"
shokugeki no souma: san no sara - tootsuki ressha-hen pg13 gourmet ecchi school shounen j.c.staff
dragon ball super: broly pg13 action adventure fantasy martialarts superpower shounen toeianimation
jojo no kimyou na bouken part 6: stone ocean r17 action adventure shounen davidproduction
gintama movie 2: kanketsu-hen - yorozuya yo eien nare pg13 action comedy sci-fi gaghumor historical parody samurai timetravel shounen sunrise
bleach pg13 action adventure fantasy shounen pierrot
yojouhan shinwa taikei r17 comedy mystery romance psychological timetravel madhouse
sakamichi no apollon pg13 drama romance lovepolygon music school josei tezukaproductions mappa
jujutsu kaisen 0 movie r17 action fantasy school shounen mappa
initial d first stage pg13 action drama racing seinen gallop studiocomet
overlord iii r17 action fantasy supernatural isekai videogame madhouse
asobi asobase pg13 comedy gaghumor school seinen lerche
kotonoha no niwa pg13 drama romance sliceoflife visualarts comixwavefilms
evangelion: 1.0 you are (not) alone pg13 action drama sci-fi mecha psychological khara
kamisama hajimemashita◎ pg13 comedy fantasy romance supernatural mythology shoujo tmsentertainment
summer wars pg13 comedy sci-fi madhouse
cardcaptor sakura pg adventure comedy drama fantasy romance mahoushoujo school shoujo madhouse
yuri!!! on ice pg13 sports mappa
mimi wo sumaseba g drama romance sliceoflife shoujo studioghibli
plastic memories pg13 drama romance sci-fi dogakobo
serial experiments lain r17 avantgarde drama mystery sci-fi supernatural psychological trianglestaff
d.gray-man pg13 action adventure comedy mythology superpower shounen tmsentertainment
tsuki ga kirei pg13 romance school feel.
hajime no ippo: rising pg13 sports combatsports shounen madhouse mappa
lovely★complex pg13 comedy romance shoujo toeianimation
tsukimonogatari r17 comedy mystery supernatural ecchi shaft
stranger: mukou hadan r17 action adventure historical samurai bones
kara no kyoukai movie 5: mujun rasen r17 action drama mystery romance supernatural suspense ufotable
boku no hero academia the movie 2: heroes:rising pg13 action superpower shounen bones
youkoso jitsuryoku shijou shugi no kyoushitsu e (tv) pg13 drama psychological school lerche
soul eater pg13 action comedy fantasy supernatural shounen bones
dorohedoro r17 action comedy fantasy horror gore seinen mappa
chihayafuru pg13 drama sliceoflife sports lovepolygon school strategygame josei madhouse
beastars r17 drama sliceoflife anthropomorphic psychological school shounen orange
paprika r+ avantgarde fantasy horror mystery sci-fi suspense adultcast psychological madhouse
slam dunk pg13 sports school teamsports shounen toeianimation
tokyo ghoul r17 action fantasy horror gore psychological seinen pierrot
gyakkyou burai kaiji: ultimate survivor r17 suspense adultcast highstakesgame psychological strategygame seinen madhouse
gosick r17 drama mystery romance historical bones
zoku natsume yuujinchou pg13 drama sliceoflife supernatural iyashikei mythology shoujo brainsbase
sk∞ pg13 sports bones
nekomonogatari: kuro r17 comedy romance supernatural ecchi shaft
tonikaku kawaii pg13 comedy romance shounen sevenarcs
k-on! pg13 comedy cgdct music school kyotoanimation
mushishi zoku shou pg13 adventure fantasy mystery sliceoflife supernatural adultcast historical iyashikei seinen artland
higurashi no naku koro ni r17 horror mystery supernatural suspense gore psychological studiodeen
shirobako pg13 comedy drama adultcast otakuculture workplace p.a.works
evangelion: 3.0+1.0 thrice upon a time pg13 action drama sci-fi mecha psychological khara
kuroshitsuji: book of circus r17 action comedy mystery supernatural historical mythology shounen a-1pictures
gekkan shoujo nozaki-kun pg13 comedy romance otakuculture school dogakobo
nagi no asu kara pg13 drama fantasy romance p.a.works
kaze ga tsuyoku fuiteiru pg13 drama sports productioni.g
natsume yuujinchou san pg13 drama sliceoflife supernatural iyashikei mythology shoujo brainsbase
bungou stray dogs r17 action comedy mystery supernatural superpower seinen bones
gake no ue no ponyo g adventure fantasy studioghibli
beck r17 comedy drama sliceoflife music shounen madhouse
kimi ni todoke 2nd season pg13 drama romance sliceoflife school shoujo productioni.g
hataraku maou-sama! pg13 comedy fantasy romance supernatural mythology whitefox
durarara!!x2 shou r17 action mystery supernatural shuka
chihayafuru 2 pg13 drama sliceoflife sports lovepolygon school strategygame josei madhouse
kono subarashii sekai ni shukufuku wo! 2: kono subarashii geijutsu ni shukufuku wo! pg13 adventure comedy fantasy isekai parody reincarnation studiodeen
suzumiya haruhi no yuuutsu pg13 comedy mystery sci-fi sliceoflife school kyotoanimation
doukyuusei (movie) pg13 boyslove romance sliceoflife school a-1pictures
one piece film: z pg13 action adventure fantasy shounen toeianimation
tokyo godfathers pg13 comedy drama childcare madhouse
ore monogatari!! pg13 comedy romance shoujo madhouse
natsume yuujinchou shi pg13 drama sliceoflife supernatural iyashikei mythology shoujo brainsbase
fate/stay night: unlimited blade works prologue pg13 action fantasy supernatural ufotable
toaru kagaku no railgun s r17 action sci-fi superpower j.c.staff
detective conan pg13 adventure comedy mystery detective shounen tmsentertainment
steins;gate: kyoukaimenjou no missing link - divide by zero pg13 sci-fi suspense timetravel whitefox
mushishi zoku shou 2nd season pg13 adventure fantasy mystery sliceoflife supernatural adultcast historical iyashikei seinen artland
durarara!!x2 ketsu r17 action mystery supernatural shuka
koukyoushihen eureka seven pg13 adventure drama romance sci-fi mecha bones
nodame cantabile pg13 comedy drama romance sliceoflife adultcast music josei j.c.staff
zetsuen no tempest pg13 action drama fantasy mystery psychological shounen bones
kaze tachinu pg13 drama romance historical studioghibli
inuyasha pg13 action adventure comedy fantasy romance supernatural historical mythology timetravel shounen sunrise
charlotte pg13 drama school superpower p.a.works
ballroom e youkoso pg13 comedy drama romance sports performingarts school shounen productioni.g
kami nomi zo shiru sekai: megami-hen pg13 comedy romance supernatural harem otakuculture shounen manglobe
devilman: crybaby r+ action avantgarde horror supernatural gore mythology sciencesaru
inuyasha: kanketsu-hen pg13 action adventure comedy fantasy romance supernatural historical mythology timetravel shounen sunrise
golden boy r+ adventure comedy ecchi adultcast gaghumor appp
koukaku kidoutai: stand alone complex 2nd gig r17 action mystery sci-fi adultcast detective mecha military seinen productioni.g
hanamonogatari r17 comedy mystery supernatural shaft
gintama.: shirogane no tamashii-hen pg13 action comedy sci-fi gaghumor historical parody samurai shounen bandainamcopictures
kara no kyoukai movie 7: satsujin kousatsu (go) r17 action mystery romance supernatural suspense ufotable
full metal panic? fumoffu pg13 action comedy gaghumor school kyotoanimation
karakai jouzu no takagi-san 2 pg13 comedy iyashikei romanticsubtext school shounen shin-eianimation
youjo senki movie r17 action isekai military reincarnation nut
durarara!!x2 ten r17 action mystery supernatural shuka
drifters r17 action adventure comedy fantasy adultcast historical isekai samurai seinen hoodsdriftersstudio
berserk: ougon jidai-hen iii - kourin r+ action adventure drama fantasy horror supernatural gore military mythology seinen studio4°c
overlord ii r17 action adventure fantasy supernatural isekai videogame madhouse
kuroko no basket movie 4: last game pg13 sports school teamsports shounen productioni.g
yuukoku no moriarty r17 mystery suspense historical psychological shounen productioni.g
tengen toppa gurren lagann movie 2: lagann-hen r+ action sci-fi mecha space superpower gainax
one outs pg13 sports adultcast psychological teamsports seinen madhouse
megalo box r17 sci-fi sports combatsports tmsentertainment
hibike! euphonium pg13 drama music performingarts school kyotoanimation
beelzebub pg13 action comedy supernatural childcare delinquents mythology school shounen pierrotplus
akagami no shirayuki-hime 2nd season pg13 drama fantasy romance shoujo bones
ergo proxy r17 mystery sci-fi psychological manglobe
one piece film: strong world pg13 action adventure fantasy shounen toeianimation
shijou saikyou no deshi kenichi pg13 action comedy martialarts school shounen tmsentertainment
shouwa genroku rakugo shinjuu pg13 drama historical lovepolygon performingarts josei studiodeen
nanatsu no taizai pg13 action adventure fantasy shounen a-1pictures
"clannad: mou hitotsu no sekai, tomoyo-hen pg13 drama romance school kyotoanimation"
kami nomi zo shiru sekai ii pg13 comedy romance supernatural harem otakuculture shounen manglobe
gintama.: porori-hen pg13 action comedy sci-fi gaghumor historical parody samurai shounen bandainamcopictures
golden time pg13 comedy drama romance lovepolygon j.c.staff
kyoukai no kanata movie 2: i'll be here - mirai-hen pg13 fantasy sliceoflife supernatural kyotoanimation
zoku owarimonogatari r17 comedy mystery supernatural vampire shaft
chuunibyou demo koi ga shitai! pg13 comedy romance school kyotoanimation
gintama.: shirogane no tamashii-hen - kouhan-sen pg13 action comedy sci-fi gaghumor historical parody samurai shounen bandainamcopictures
hibike! euphonium 2 pg13 drama music performingarts school kyotoanimation
kyoukai no kanata pg13 fantasy sliceoflife supernatural kyotoanimation
black lagoon: roberta's blood trail r+ action adultcast organizedcrime seinen madhouse
kokoro connect pg13 drama romance supernatural lovepolygon school silverlink.
91 days r17 action drama historical organizedcrime shuka
shingeki no kyojin ova r17 action drama gore survival shounen witstudio
omoide no marnie g drama mystery psychological studioghibli
skip beat! pg13 comedy drama romance lovepolygon showbiz shoujo halfilmmaker
the last: naruto the movie pg13 action adventure fantasy romance shounen pierrot
little witch academia (tv) g adventure comedy fantasy school trigger
mahou shoujo madoka★magica movie 2: eien no monogatari pg13 drama suspense mahoushoujo psychological shaft
gintama movie 1: shinyaku benizakura-hen r17 action comedy sci-fi historical parody samurai shounen sunrise
kanata no astra pg13 adventure mystery sci-fi space survival shounen lerche
jibaku shounen hanako-kun pg13 comedy supernatural school shounen lerche
enen no shouboutai: ni no shou pg13 action supernatural shounen davidproduction
chuunibyou demo koi ga shitai! movie: take on me pg13 comedy drama romance sliceoflife school kyotoanimation
eizouken ni wa te wo dasu na! pg13 adventure comedy otakuculture school seinen sciencesaru
saiki kusuo no ψ-nan: kanketsu-hen pg13 comedy supernatural gaghumor school shounen j.c.staff eggfirm
magi: sinbad no bouken (tv) pg13 action adventure fantasy shounen lay-duce
shoujo shuumatsu ryokou pg13 adventure mystery sci-fi sliceoflife iyashikei whitefox
kono subarashii sekai ni shukufuku wo!: kono subarashii choker ni shukufuku wo! pg13 comedy fantasy isekai parody reincarnation studiodeen
kokoro connect: michi random pg13 drama romance supernatural school silverlink.
enen no shouboutai pg13 action supernatural shounen davidproduction
non non biyori pg13 sliceoflife cgdct iyashikei school seinen silverlink.
karigurashi no arrietty g fantasy studioghibli
gin no saji pg13 comedy sliceoflife school shounen a-1pictures
yahari ore no seishun love comedy wa machigatteiru. zoku ova pg13 comedy romance lovepolygon school feel.
kara no kyoukai movie 3: tsuukaku zanryuu r+ action drama mystery supernatural suspense ufotable
kaguya-hime no monogatari g fantasy historical studioghibli
initial d second stage pg13 action drama racing seinen pastel
shiguang dailiren pg13 drama supernatural timetravel studiolan
ginga eiyuu densetsu r17 drama sci-fi adultcast military space kittyfilmmitakastudio
akagami no shirayuki-hime pg13 drama fantasy romance shoujo bones
gyakkyou burai kaiji: hakairoku-hen r17 suspense adultcast highstakesgame psychological strategygame seinen madhouse
mobile suit gundam 00 r17 action drama sci-fi mecha military space sunrise
"komi-san wa, comyushou desu. 2nd season pg13 comedy romanticsubtext school shounen olm"
saiki kusuo no ψ-nan: ψ-shidou-hen pg13 comedy supernatural gaghumor school shounen j.c.staff eggfirm
tamako love story pg13 romance sliceoflife kyotoanimation
mahoutsukai no yome: hoshi matsu hito pg13 fantasy sliceoflife shounen witstudio
kuroshitsuji r17 action comedy mystery supernatural historical mythology shounen a-1pictures
mononoke r17 fantasy horror mystery supernatural adultcast historical mythology psychological seinen toeianimation
quanzhi gaoshou pg13 action videogame b.cmaypictures
shokugeki no souma: shin no sara pg13 gourmet ecchi school shounen j.c.staff
kino no tabi: the beautiful world r17 action adventure sliceoflife iyashikei psychological a.c.g.t.
claymore r+ action adventure fantasy supernatural gore mythology superpower shounen madhouse
5-toubun no hanayome pg13 comedy romance harem school shounen tezukaproductions
